Technically possible output frequencies (fcw) of integrated cosine waveform (CW) Generator:
(with definition SW_FSTEP_MAX=128, default value 0 for RTC_CNTL_CK8M_DIV_SEL stays untouched)
setCwFrequency(): ftarget=1, fcw=122, abs(delta)=121, clk8mDiv=0, frequencyStep=1, stepSize=122.070312
setCwFrequency(): ftarget=11133, fcw=11108, abs(delta)=25, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11134, fcw=11108, abs(delta)=26, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11135, fcw=11108, abs(delta)=27, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11136, fcw=11108, abs(delta)=28, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11137, fcw=11108, abs(delta)=29, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11138, fcw=11108, abs(delta)=30, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11139, fcw=11108, abs(delta)=31, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11140, fcw=11108, abs(delta)=32, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11141, fcw=11108, abs(delta)=33, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11142, fcw=11108, abs(delta)=34, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11143, fcw=11108, abs(delta)=35, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11144, fcw=11108, abs(delta)=36, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11145, fcw=11108, abs(delta)=37, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11146, fcw=11108, abs(delta)=38, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11147, fcw=11108, abs(delta)=39, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11148, fcw=11108, abs(delta)=40, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11149, fcw=11108, abs(delta)=41, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11150, fcw=11108, abs(delta)=42, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11151, fcw=11108, abs(delta)=43, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11152, fcw=11108, abs(delta)=44, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11153, fcw=11108, abs(delta)=45, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11154, fcw=11108, abs(delta)=46, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11155, fcw=11108, abs(delta)=47, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11156, fcw=11108, abs(delta)=48, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11157, fcw=11108, abs(delta)=49, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11158, fcw=11108, abs(delta)=50, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11159, fcw=11108, abs(delta)=51, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11160, fcw=11108, abs(delta)=52, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11161, fcw=11108, abs(delta)=53, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11162, fcw=11108, abs(delta)=54, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11163, fcw=11108, abs(delta)=55, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11164, fcw=11108, abs(delta)=56, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11165, fcw=11108, abs(delta)=57, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11166, fcw=11108, abs(delta)=58, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11167, fcw=11108, abs(delta)=59, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11168, fcw=11108, abs(delta)=60, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11169, fcw=11108, abs(delta)=61, clk8mDiv=0, frequencyStep=91, stepSize=122.070312
setCwFrequency(): ftarget=11170, fcw=11230, abs(delta)=60, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11171, fcw=11230, abs(delta)=59, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11172, fcw=11230, abs(delta)=58, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11173, fcw=11230, abs(delta)=57, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11174, fcw=11230, abs(delta)=56, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11175, fcw=11230, abs(delta)=55, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11176, fcw=11230, abs(delta)=54, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11177, fcw=11230, abs(delta)=53, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11178, fcw=11230, abs(delta)=52, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11179, fcw=11230, abs(delta)=51, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11180, fcw=11230, abs(delta)=50, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11181, fcw=11230, abs(delta)=49, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11182, fcw=11230, abs(delta)=48, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11183, fcw=11230, abs(delta)=47, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11184, fcw=11230, abs(delta)=46, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11185, fcw=11230, abs(delta)=45, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11186, fcw=11230, abs(delta)=44, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11187, fcw=11230, abs(delta)=43, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11188, fcw=11230, abs(delta)=42, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11189, fcw=11230, abs(delta)=41, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11190, fcw=11230, abs(delta)=40, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11191, fcw=11230, abs(delta)=39, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11192, fcw=11230, abs(delta)=38, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11193, fcw=11230, abs(delta)=37, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11194, fcw=11230, abs(delta)=36, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11195, fcw=11230, abs(delta)=35, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11196, fcw=11230, abs(delta)=34, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11197, fcw=11230, abs(delta)=33, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11198, fcw=11230, abs(delta)=32, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11199, fcw=11230, abs(delta)=31, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11200, fcw=11230, abs(delta)=30, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11201, fcw=11230, abs(delta)=29, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11202, fcw=11230, abs(delta)=28, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11203, fcw=11230, abs(delta)=27, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11204, fcw=11230, abs(delta)=26, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11205, fcw=11230, abs(delta)=25, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11206, fcw=11230, abs(delta)=24, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11207, fcw=11230, abs(delta)=23, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11208, fcw=11230, abs(delta)=22, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11209, fcw=11230, abs(delta)=21, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11210, fcw=11230, abs(delta)=20, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11211, fcw=11230, abs(delta)=19, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11212, fcw=11230, abs(delta)=18, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11213, fcw=11230, abs(delta)=17, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11214, fcw=11230, abs(delta)=16, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11215, fcw=11230, abs(delta)=15, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11216, fcw=11230, abs(delta)=14, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11217, fcw=11230, abs(delta)=13, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11218, fcw=11230, abs(delta)=12, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11219, fcw=11230, abs(delta)=11, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11220, fcw=11230, abs(delta)=10, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11221, fcw=11230, abs(delta)=9, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11222, fcw=11230, abs(delta)=8, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11223, fcw=11230, abs(delta)=7, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11224, fcw=11230, abs(delta)=6, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11225, fcw=11230, abs(delta)=5, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11226, fcw=11230, abs(delta)=4, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11227, fcw=11230, abs(delta)=3, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11228, fcw=11230, abs(delta)=2, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11229, fcw=11230, abs(delta)=1, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11230, fcw=11230, abs(delta)=0, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11231, fcw=11230, abs(delta)=1, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11232, fcw=11230, abs(delta)=2, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11233, fcw=11230, abs(delta)=3, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11234, fcw=11230, abs(delta)=4, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11235, fcw=11230, abs(delta)=5, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11236, fcw=11230, abs(delta)=6, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11237, fcw=11230, abs(delta)=7, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11238, fcw=11230, abs(delta)=8, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11239, fcw=11230, abs(delta)=9, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11240, fcw=11230, abs(delta)=10, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11241, fcw=11230, abs(delta)=11, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11242, fcw=11230, abs(delta)=12, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11243, fcw=11230, abs(delta)=13, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11244, fcw=11230, abs(delta)=14, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11245, fcw=11230, abs(delta)=15, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11246, fcw=11230, abs(delta)=16, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11247, fcw=11230, abs(delta)=17, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11248, fcw=11230, abs(delta)=18, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11249, fcw=11230, abs(delta)=19, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11250, fcw=11230, abs(delta)=20, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11251, fcw=11230, abs(delta)=21, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11252, fcw=11230, abs(delta)=22, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11253, fcw=11230, abs(delta)=23, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11254, fcw=11230, abs(delta)=24, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11255, fcw=11230, abs(delta)=25, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11256, fcw=11230, abs(delta)=26, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11257, fcw=11230, abs(delta)=27, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11258, fcw=11230, abs(delta)=28, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11259, fcw=11230, abs(delta)=29, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11260, fcw=11230, abs(delta)=30, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11261, fcw=11230, abs(delta)=31, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11262, fcw=11230, abs(delta)=32, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11263, fcw=11230, abs(delta)=33, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11264, fcw=11230, abs(delta)=34, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11265, fcw=11230, abs(delta)=35, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11266, fcw=11230, abs(delta)=36, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11267, fcw=11230, abs(delta)=37, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11268, fcw=11230, abs(delta)=38, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11269, fcw=11230, abs(delta)=39, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11270, fcw=11230, abs(delta)=40, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11271, fcw=11230, abs(delta)=41, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11272, fcw=11230, abs(delta)=42, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11273, fcw=11230, abs(delta)=43, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11274, fcw=11230, abs(delta)=44, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11275, fcw=11230, abs(delta)=45, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11276, fcw=11230, abs(delta)=46, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11277, fcw=11230, abs(delta)=47, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11278, fcw=11230, abs(delta)=48, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11279, fcw=11230, abs(delta)=49, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11280, fcw=11230, abs(delta)=50, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11281, fcw=11230, abs(delta)=51, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11282, fcw=11230, abs(delta)=52, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11283, fcw=11230, abs(delta)=53, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11284, fcw=11230, abs(delta)=54, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11285, fcw=11230, abs(delta)=55, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11286, fcw=11230, abs(delta)=56, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11287, fcw=11230, abs(delta)=57, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11288, fcw=11230, abs(delta)=58, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11289, fcw=11230, abs(delta)=59, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11290, fcw=11230, abs(delta)=60, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11291, fcw=11230, abs(delta)=61, clk8mDiv=0, frequencyStep=92, stepSize=122.070312
setCwFrequency(): ftarget=11292, fcw=11352, abs(delta)=60, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11293, fcw=11352, abs(delta)=59, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11294, fcw=11352, abs(delta)=58, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11295, fcw=11352, abs(delta)=57, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11296, fcw=11352, abs(delta)=56, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11297, fcw=11352, abs(delta)=55, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11298, fcw=11352, abs(delta)=54, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11299, fcw=11352, abs(delta)=53, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11300, fcw=11352, abs(delta)=52, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11301, fcw=11352, abs(delta)=51, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11302, fcw=11352, abs(delta)=50, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11303, fcw=11352, abs(delta)=49, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11304, fcw=11352, abs(delta)=48, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11305, fcw=11352, abs(delta)=47, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11306, fcw=11352, abs(delta)=46, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11307, fcw=11352, abs(delta)=45, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11308, fcw=11352, abs(delta)=44, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11309, fcw=11352, abs(delta)=43, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11310, fcw=11352, abs(delta)=42, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11311, fcw=11352, abs(delta)=41, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11312, fcw=11352, abs(delta)=40, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11313, fcw=11352, abs(delta)=39, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11314, fcw=11352, abs(delta)=38, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11315, fcw=11352, abs(delta)=37, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11316, fcw=11352, abs(delta)=36, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11317, fcw=11352, abs(delta)=35, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11318, fcw=11352, abs(delta)=34, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11319, fcw=11352, abs(delta)=33, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11320, fcw=11352, abs(delta)=32, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11321, fcw=11352, abs(delta)=31, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11322, fcw=11352, abs(delta)=30, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
setCwFrequency(): ftarget=11323, fcw=11352, abs(delta)=29, clk8mDiv=0, frequencyStep=93, stepSize=122.070312
